1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.14
6,1,0.28
7,1,0.0
8,1,1.4
9,1,0.32
10,1,0.28
11,1,0.0
12,1,0.56
13,1,0.28
14,1,0.0
15,1,0.23
16,1,0.18
17,1,6.4
18,1,0.0
19,1,0.36
20,1,0.36
21,1,0.0
22,1,0.0
23,1,0.0
24,1,0.0
25,1,0.0
26,1,0.0
27,1,0.0
28,1,0.23
29,1,1.4
30,1,0.18
31,1,0.0
32,1,0.7
33,1,0.0
34,1,0.0
35,1,0.0
36,1,0.0
37,1,0.0
38,1,0.0
39,1,0.23
40,1,0.28
41,1,0.14
42,1,0.45
43,1,0.28
44,1,0.0
45,1,4.199999999999999
46,1,1.4
47,1,0.0
48,1,0.0
49,1,0.56
50,1,0.0
51,1,0.0
52,1,0.0
53,1,0.0
54,1,0.45
55,1,0.18
56,1,0.45
57,1,1.12
58,1,0.55
59,1,0.0
60,1,0.0
61,1,0.18
62,1,1.18
63,1,0.0
64,1,0.0
65,1,0.56
66,1,0.0
67,1,0.0
68,1,5.6
69,1,0.0
70,1,0.0
71,1,0.14
72,1,0.7
73,1,0.9
74,1,0.0
75,1,0.0
76,1,0.0
77,1,0.0
78,1,0.7
79,1,1.4000000000000001
80,1,4.800000000000001
81,1,1.6800000000000002
82,1,0.0
83,1,0.0
84,1,0.14
85,1,0.56
86,1,0.0
87,1,0.56
88,1,0.18
89,1,0.14
90,1,1.4
91,1,0.28
92,1,0.0
93,1,0.0
94,1,0.56
95,1,0.14
96,1,1.12
97,1,0.18
98,1,0.0
99,1,0.0
100,1,0.0
